กรอก Room ID,กรอก Code,อัปโหลดรูปที่แคปมา,หัวข้อสนทนา (Topic),คุณเรียกความสัมพันธ์นี้อย่างไร ? (How do you call your relationship ?),"ให้คะแนนระดับความสนิทสนม ความไว้เนื้อเชื่อใจ (Closeness, Trust and Commitment)","ให้คะแนนระดับการให้เกียรติ การให้ความเคารพ (Authority,  and Respect)",กรอกลิงค์บทสนากรุณากรอก url ในรูปแบบดังนี้ http://181.215.78.221:5000/chat_room/{ตัวเลขห้อง},ยินยอมเงื่อนไขที่กล่าวมาข้างต้นหรือไม่ ?
2961,7b64490913,https://www.api.wang.in.th:3001/static/pictures/answer/62b93a8bbf60003247881761/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/243028155ba6659c9af08c640f58819f_---_D393DEA5-420C-433E-802B-925A6AD21E88.png,สภาพอากาศ,เพื่อน (Friend),สนิทกันมาก,ให้เกียรติ,http://181.215.78.221:5000/chat_room/2961,ยินยอม
2979,f0bba90489,https://www.api.wang.in.th:3001/static/pictures/answer/639311a306329d70a89f234b/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/3c90edcfe6d2957fe33afc385d5873de_---_1000005943.jpg,ชีวิตครอบครัว,คนในครอบครัว (Family),แค่คนรู้จักกัน,ให้เกียรติ,http://181.215.78.221:5000/chat_room/2979,ยินยอม
2980,1627dcbd49,https://www.api.wang.in.th:3001/static/pictures/answer/62b19ff7dde68c1fb86d5646/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/1c45b6bfc4c6714b4e44169ee9f4a5e8_---_Screenshot_2023-01-25-02-13-49-31.png,ดนตรี,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/2980,ยินยอม
2982,34b3622e3b,https://www.api.wang.in.th:3001/static/pictures/answer/62b19ff7dde68c1fb86d5646/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/bf23e78852227b9b41d20c96473c038b_---_Screenshot_2023-01-25-03-01-46-06.png,ภาพยนตร์,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/2982,ยินยอม
2984,af4282306f,https://www.api.wang.in.th:3001/static/pictures/answer/62b19ff7dde68c1fb86d5646/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/4bf56f5bb250f25eeb83343588bb8142_---_Screenshot_2023-01-25-04-13-13-49.png,การใช้บัตรเครดิต,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/2984,ยินยอม
2995,7a34f7ef4d,https://www.api.wang.in.th:3001/static/pictures/answer/63c266bd788dd9199235f72a/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/30aad258fa7ecfec8d3a15776560727b_---_Screenshot_20230125-120309.jpg,การเงินภายในครอบครัว,คนในครอบครัว (Family),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/2995,ยินยอม
2996,21181720f1,https://www.api.wang.in.th:3001/static/pictures/answer/63c266bd788dd9199235f72a/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/fd0b1c1e97afcdf6581de6adda7dffe6_---_Screenshot_20230125-123017.jpg,ดูแลเด็ก,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/2996,ยินยอม
2997,84252b7b00,https://www.api.wang.in.th:3001/static/pictures/answer/63c266bd788dd9199235f72a/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/6aaf5448000bcd4d157104847f128475_---_Screenshot_20230125-125437.jpg,ร้านอาหาร,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/2997,ยินยอม
2998,dd0dfefc0c,https://www.api.wang.in.th:3001/static/pictures/answer/63c266bd788dd9199235f72a/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/6dc4a34a291acef300176c52bbb6e7b8_---_Screenshot_20230125-133925.jpg,การทำอาหาร,คนในครอบครัว (Family),สนิทกันมาก,ให้เกียรติมาก,http://181.215.78.221:5000/chat_room/2998,ยินยอม
3001,762b7ed8a6,https://www.api.wang.in.th:3001/static/pictures/answer/63c266bd788dd9199235f72a/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/435973462b0b8f4ea529ba073fec0b14_---_Screenshot_20230125-140937.jpg,การทำสวน,คนในครอบครัว (Family),สนิทกันมาก,ให้เกียรติมาก,http://181.215.78.221:5000/chat_room/3001,ยินยอม
3010,,https://www.api.wang.in.th:3001/static/pictures/answer/627b87bcba9c04045bb7de70/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/8ea1e159a9825265ae7ebb196b1e6216_---_slurk-Login.png|https://www.api.wang.in.th:3001/static/pictures/answer/627b87bcba9c04045bb7de70/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/2cc464eb23b9ce063a4b8e3cb997e97b_---_Screenshot%202023-01-25%20162339.png,ดูแลเด็ก,คนในครอบครัว (Family),สนิทกันมาก,ให้เกียรติมาก,http://181.215.78.221:5000/chat_room/3010,ยินยอม
3012,,https://www.api.wang.in.th:3001/static/pictures/answer/638ad8362846787235b2cea0/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/db81802a8591ce25889665d724925578_---_Screenshot_2023-01-25-16-23-31-066_com.android.chrome.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/638ad8362846787235b2cea0/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/94ba5cdcc5492d3c0d4958dd855ce0fe_---_Screenshot_2023-01-25-16-23-35-734_com.android.chrome.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/638ad8362846787235b2cea0/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/7e8a3755c30134175dfc949b75a0fdbe_---_Screenshot_2023-01-25-16-23-39-700_com.android.chrome.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/638ad8362846787235b2cea0/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/40ef4dec93c33dbd1269f15cca7ac7b9_---_Screenshot_2023-01-25-16-23-43-837_com.android.chrome.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/638ad8362846787235b2cea0/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/e0592cda379d9b84ab2985ed315bb830_---_Screenshot_2023-01-25-16-23-48-331_com.android.chrome.jpg,ชีวิตครอบครัว,คู่รัก (Love Partner),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/3012,ยินยอม
3014,,https://www.api.wang.in.th:3001/static/pictures/answer/638ad8362846787235b2cea0/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/7d650c0651633580c7f3130100c69629_---_Screenshot_2023-01-25-16-31-56-307_com.android.chrome.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/638ad8362846787235b2cea0/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/7c17c4e28d0d12b352562d707e5166ec_---_Screenshot_2023-01-25-16-31-58-634_com.android.chrome.jpg,การทำอาหาร,คู่รัก (Love Partner),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/3014,ยินยอม
3013,b58f4eb575,https://www.api.wang.in.th:3001/static/pictures/answer/627b87bcba9c04045bb7de70/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/b74788cb25ee27ad325277cb5ad679cb_---_Screenshot%202023-01-25%20163604.png,การใช้บัตรเครดิต,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/3013,ยินยอม
3017,dbbb8f0361,https://www.api.wang.in.th:3001/static/pictures/answer/6213413c2711ae6579a6ca00/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/f7bcf9d05bd66b855a673d4c6d3b4189_---_room3017.jpg,ออกกำลังกายและฟิตเนส,คนไม่รู้จัก (Stranger),ไม่รู้จักกัน,ให้เกียรติมาก,http://181.215.78.221:5000/chat_room/3017,ยินยอม
3020,772831261a,https://www.api.wang.in.th:3001/static/pictures/answer/627b87bcba9c04045bb7de70/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/0168ffedd02f92543e2f0a8fc81fea20_---_Screenshot%202023-01-25%20171904.png,การเงินภายในครอบครัว,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/3020,ยินยอม
3029,7044021b6c,https://www.api.wang.in.th:3001/static/pictures/answer/627b87bcba9c04045bb7de70/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/5c50d9d8326fc9f9e51c2ce3055c9260_---_Screenshot%202023-01-25%20173228.png,ซื้อรถ,คนในครอบครัว (Family),สนิทกันมาก,ให้เกียรติ,http://181.215.78.221:5000/chat_room/3029,ยินยอม
3031,a49123e7f6,https://www.api.wang.in.th:3001/static/pictures/answer/627b87bcba9c04045bb7de70/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/b6834019e933b6311538b0d8e2ad58ba_---_Screenshot%202023-01-25%20174024.png,การศึกษาสาธารณะ,เพื่อน (Friend),สนิทกันมาก,บอกไม่ได้,http://181.215.78.221:5000/chat_room/3031,ยินยอม
3028,dd65501ac4,https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/684b9a97fbb85b60b9551626101b5267_---_IMG_20230125_174255.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/c530e3fe0f77e1a1a39279833a42ba79_---_IMG_20230125_174250.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/ecd0139615a6454ab78aaf064c6a6ccd_---_IMG_20230125_174244.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/4f97f07cc27fcb71fc7b47ff9cda9059_---_IMG_20230125_174240.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/2508aee87f9e09b7eb58ee950948288c_---_IMG_20230125_174227.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/b8d81ba5defebb4cd05d178c3f31f814_---_IMG_20230125_174223_Burst03.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/37763a350d9ec4de639084c0bd2d6a14_---_IMG_20230125_174223_Burst02.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/eb9fd87ee3f0c470c7510e8a8e9df0b2_---_IMG_20230125_174223_Burst01.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/6a6eab0438accc791189b91fe94cd825_---_IMG_20230125_174214.jpg,ชีวิตครอบครัว,เพื่อนร่วมงาน (Work colleague),แค่คนรู้จักกัน,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/3028,ยินยอม
3032,1f99e7e012,https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/8fe95b09019fd0f253481c9f9a7b3030_---_Screenshot_20230125_175546.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/be0ff4314dcbd7a58c733d24cf364558_---_Screenshot_20230125_175541.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/4a7a933b0b4c7215b32aa57d3dca5715_---_Screenshot_20230125_175535.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/503205f9064cc69e220bfa0e12f245c7_---_Screenshot_20230125_175531.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/2c7435e491606a8ad645972349213cfe_---_Screenshot_20230125_175518.jpg,สัตว์เลี้ยง,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/3032,ยินยอม
3034,60be9c5d0,https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/8a77b38de9c19cae2f29d065c00d1afa_---_Screenshot_20230125_180726.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/3371bd9ef370280c7d959214fbbd6857_---_Screenshot_20230125_180722.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/c0e43e864336396f05b9e9868965a274_---_Screenshot_20230125_180718.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/b8491127b17c10fe3f41ea8151178fff_---_Screenshot_20230125_180715.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/bfb252309b6f7d0a03a15e796f3cb009_---_Screenshot_20230125_180711.jpg,การทำอาหาร,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/3034,ยินยอม
3035,517b3f992d,https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/aa7cb9fcabacbd504f08a2c900ec74a1_---_Screenshot_20230125_181749.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/7ed9074ea4c191c46b616f8b477a6417_---_Screenshot_20230125_181746.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/1ea929ed5459e3df2edd1e33e0fc2d80_---_Screenshot_20230125_181743.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/04becae503f9a9b3ef13408d367b23a9_---_Screenshot_20230125_181740.jpg,การทำสวน,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/3035,ยินยอม
3037,afd5670441,https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/83e11865811b7526ecfed0b2915cd2e2_---_Screenshot_20230125_183003.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/a7d41aee9059a9ef8a46aa4559a17d12_---_Screenshot_20230125_182956.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/bf7bc92649e7102506a8f597a5c23d55_---_Screenshot_20230125_182951.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/79afa1a2ec2726db05387b550473c610_---_Screenshot_20230125_182948.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/2fbaea2486d7c3653df73f8ed4af1f20_---_Screenshot_20230125_182944.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/61e17f1acb83d21787ca7529c91ac84c_---_Screenshot_20230125_182940.jpg|https://www.api.wang.in.th:3001/static/pictures/answer/6376f1bfdcd4c53b726588d2/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/7ce22f7c0ba54cf0f841c0e6efd21295_---_Screenshot_20230125_182936.jpg,การเลือกวิทยาลัย,เพื่อน (Friend),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/3037,ยินยอม
3049,4e7c2c78e1,https://www.api.wang.in.th:3001/static/pictures/answer/6197c18afa287974173cb96f/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/7d93b1f6e4b5bd7c4af030634adcd4a2_---_Screen%20Shot%202566-01-26%20at%2011.15.42%20AM.png,การรีไซเคิล,คนไม่รู้จัก (Stranger),ไม่รู้จักกัน,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/3049,ยินยอม
3051,150b6e8e81,https://www.api.wang.in.th:3001/static/pictures/answer/6197c18afa287974173cb96f/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/1dc7da8321d2590563f01a1d33b10b18_---_Screen%20Shot%202566-01-26%20at%2012.05.41%20PM.png,ดนตรี,คนไม่รู้จัก (Stranger),ไม่รู้จักกัน,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/3051,ยินยอม
3059,78d50b08df,https://www.api.wang.in.th:3001/static/pictures/answer/63d2076c26c759c3bb87e471/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/43ae10202a24ce1e912fd92f98e8383c_---_4474CE02-E3E9-460B-A156-18F3AE0CF8CE.png,การทำอาหาร,คนไม่รู้จัก (Stranger),ไม่รู้จักกัน,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/3059,ยินยอม
3090,6340763f22,https://www.api.wang.in.th:3001/static/pictures/answer/63c0121e498590195bd5ab2e/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/58e5f5daaaebd5c726e353b148072cf7_---_3090.jpg,เสื้อผ้าและเครื่องแต่งกาย,คนไม่รู้จัก (Stranger),ไม่รู้จักกัน,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/3090,ยินยอม
3094,126ab1808b,https://www.api.wang.in.th:3001/static/pictures/answer/63c65234788dd9199236682f/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/d85ed8a987fb8bde59eb2ac75898c0c3_---_Screenshot%202023-01-26%20143455.jpg,สภาพอากาศ,เพื่อน (Friend),แค่คนรู้จักกัน,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/3094,ยินยอม
3096,3176ิ77a20,https://www.api.wang.in.th:3001/static/pictures/answer/6289d1f327895515d4ed15d7/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/5a7f81fd81be61c4c5ec9f5fa4b9c169_---_2.PNG,ชีวิตครอบครัว,คนในครอบครัว (Family),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/3096,ยินยอม
3104,7480b6b788,https://www.api.wang.in.th:3001/static/pictures/answer/6289d1f327895515d4ed15d7/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/37ed7793461cfb491e1cecdaf5494fd9_---_3.PNG,การรีไซเคิล,คนในครอบครัว (Family),สนิทกันมาก,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/3104,ยินยอม
3097,9c0558809d6,https://www.api.wang.in.th:3001/static/pictures/answer/62a56367c841200dea6e78db/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/5c40f50b4c4924f64d9a1e2798555f70_---_82.JPG,ดนตรี,เพื่อน (Friend),แค่คนรู้จักกัน,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/3097,ยินยอม
3100,4b6bf09622,https://www.api.wang.in.th:3001/static/pictures/answer/5dd4bfbdd5b9b86a4ffa92fb/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/35a616236c38e5ce05ae4ab8064d4811_---_326470297_1330027514205921_118459766108577697_n.png,ดนตรี,เพื่อน (Friend),สนิทกันมาก,ให้เกียรติ,http://181.215.78.221:5000/chat_room/3100,ยินยอม
3105,3ae6d9ed3b,https://www.api.wang.in.th:3001/static/pictures/answer/63cbd2504674fb02c32d3fd3/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/f0ab0e6e10e3173e064681e3bdd5e0bf_---_Screenshot_20230126_152145_com.facebook.orca.jpg,สัตว์เลี้ยง,คนไม่รู้จัก (Stranger),ไม่รู้จักกัน,ให้เกียรติมาก,http://181.215.78.221:5000/chat_room/3105,ยินยอม
3109,e0665ffbc5,https://www.api.wang.in.th:3001/static/pictures/answer/63cbd2504674fb02c32d3fd3/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/5f69d9bd04ecf423edef523475bb4e8e_---_Screenshot_20230126_152934_com.facebook.orca.jpg,ร้านอาหาร,คนไม่รู้จัก (Stranger),ไม่รู้จักกัน,ให้เกียรติมาก,http://181.215.78.221:5000/chat_room/3109,ยินยอม
3118,5ad8b26ded,https://www.api.wang.in.th:3001/static/pictures/answer/63c0121e498590195bd5ab2e/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/e8262d77ad0c4456a8d2e9d71d09dfff_---_Screenshot_20230126_190250.jpg,สัตว์เลี้ยง,คนไม่รู้จัก (Stranger),ไม่รู้จักกัน,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/3118,ยินยอม
3119,683b3d360f,https://www.api.wang.in.th:3001/static/pictures/answer/63c0121e498590195bd5ab2e/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/75e34686b9716dc5cc049bedbbd581c3_---_Screenshot_20230126_192559.jpg,การทำอาหาร,คนไม่รู้จัก (Stranger),ไม่รู้จักกัน,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/3119,ยินยอม
3120,25ac7dc986,https://www.api.wang.in.th:3001/static/pictures/answer/63c0121e498590195bd5ab2e/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/23bfcab07b8bd923f6a4f54777fe4515_---_Screenshot_20230126_194944.jpg,งานอดิเรกและงานฝีมือ,คนไม่รู้จัก (Stranger),ไม่รู้จักกัน,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/3120,ยินยอม
3123,193651012f,https://www.api.wang.in.th:3001/static/pictures/answer/63c0121e498590195bd5ab2e/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/013f7ef34ad1e529219dc24e2781bccb_---_Screenshot_20230126_201909.jpg,ชีวิตครอบครัว,คนไม่รู้จัก (Stranger),ไม่รู้จักกัน,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/3123,ยินยอม
3124,bf8bbc6e46,https://www.api.wang.in.th:3001/static/pictures/answer/63cbd2504674fb02c32d3fd3/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/3041f8aa3c7d2b8e7a7402b554897c0c_---_Screenshot_20230126_203931_com.facebook.orca.jpg,ดนตรี,คนไม่รู้จัก (Stranger),ไม่รู้จักกัน,ให้เกียรติมาก,http://181.215.78.221:5000/chat_room/3124,ยินยอม
3125,03bf3de318,https://www.api.wang.in.th:3001/static/pictures/answer/63c0121e498590195bd5ab2e/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/bfc129e41738fae616ca78eb153730e9_---_Screenshot_20230126_204531.jpg,บ้าน,คนไม่รู้จัก (Stranger),ไม่รู้จักกัน,ปกติ (สัมพันธ์แบบเท่าเทียมกัน),http://181.215.78.221:5000/chat_room/3125,ยินยอม
3129,d853fb953b,https://www.api.wang.in.th:3001/static/pictures/answer/63cbd2504674fb02c32d3fd3/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/4237d70a72903c816bd8deb4a2894ae8_---_Screenshot_20230126_205450_com.facebook.orca.jpg,เสื้อผ้าและเครื่องแต่งกาย,คนไม่รู้จัก (Stranger),ไม่รู้จักกัน,ให้เกียรติมาก,http://181.215.78.221:5000/chat_room/3129,ยินยอม
3133,152da7671e,https://www.api.wang.in.th:3001/static/pictures/answer/63cbd2504674fb02c32d3fd3/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/bfa6645416828dd543d561cc7676189d_---_Screenshot_20230126_210557_com.facebook.orca.jpg,ภาพยนตร์,คนไม่รู้จัก (Stranger),ไม่รู้จักกัน,ให้เกียรติมาก,http://181.215.78.221:5000/chat_room/3133,ยินยอม
3136,358bd5447f,https://www.api.wang.in.th:3001/static/pictures/answer/63cbd2504674fb02c32d3fd3/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/ec9c0fa04cf3ce5cd6bb9702f82feece_---_Screenshot_20230126_211540_com.facebook.orca.jpg,การทำอาหาร,คนไม่รู้จัก (Stranger),ไม่รู้จักกัน,ให้เกียรติมาก,http://181.215.78.221:5000/chat_room/3136,ยินยอม
3139,F214003328,https://www.api.wang.in.th:3001/static/pictures/answer/63cbd2504674fb02c32d3fd3/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/6aca126824f7c9baf9f2add1703dd6cb_---_received_748848679620311.jpeg,ออกกำลังกายและฟิตเนส,คนไม่รู้จัก (Stranger),ไม่รู้จักกัน,ให้เกียรติมาก,http://181.215.78.221:5000/chat_room/3139,ยินยอม
3140,075e074716,https://www.api.wang.in.th:3001/static/pictures/answer/63cbd2504674fb02c32d3fd3/63b3da8f33bc4098d07d49a1/63b3e97dddcefde3971a2137/8f9bba90be001e7b7e78061c65b34165_---_Screenshot_20230126_213958_com.facebook.orca.jpg,สัตว์เลี้ยง,คนไม่รู้จัก (Stranger),ไม่รู้จักกัน,ให้เกียรติมาก,http://181.215.78.221:5000/chat_room/3140,ยินยอม
